RegionID,SizeRank,RegionName,RegionType,StateName,State,City,CountyName,06-30-25
97610,10124,94158,zip,CA,CA,San Francisco,San Francisco County,1220459.961
69853,10125,28320,zip,NC,NC,Bladenboro,Bladen County,133838.8885
73855,10126,36420,zip,AL,AL,,Covington County,145353.0107
68776,10127,25840,zip,WV,WV,Fayetteville,Fayette County,180367.7247
71680,10128,31793,zip,GA,GA,Tifton,Tift County,252428.1413
58523,10129,1863,zip,MA,MA,Chelmsford,Middlesex County,562078.1233
75187,10129,39170,zip,MS,MS,Terry,Hinds County,262653.6345
60375,10131,6525,zip,CT,CT,Woodbridge,New Haven County,665555.0118
84307,10132,60044,zip,IL,IL,Lake Bluff,Lake County,622433.5162
69940,10133,28425,zip,NC,NC,Burgaw,Pender County,278116.1237
60334,10134,6475,zip,CT,CT,Old Saybrook,Middlesex County,670147.5507
61836,10135,10523,zip,NY,NY,Elmsford,Westchester County,677939.5269
82161,10135,55308,zip,MN,MN,Becker,Sherburne County,376897.5171
58439,10137,1590,zip,MA,MA,Sutton,Worcester County,641571.3982
97130,10138,93108,zip,CA,CA,Montecito,Santa Barbara County,4808926.007
59223,10139,3825,zip,NH,NH,Barrington,Strafford County,570820.9742
70694,10140,29728,zip,SC,SC,Pageland,Chesterfield County,210699.2828
79084,10141,48229,zip,MI,MI,Ecorse,Wayne County,83134.19246
77473,10141,45154,zip,OH,OH,Mount Orab,Brown County,264527.287
58891,10143,2762,zip,MA,MA,Plainville,Norfolk County,603012.6115
99928,10143,98629,zip,WA,WA,La Center,Clark County,672619.0224
78611,10145,47446,zip,IN,IN,Mitchell,Lawrence County,188636.6561
91915,10145,77418,zip,TX,TX,Bellville,Austin County,439614.967
82068,10147,55051,zip,MN,MN,,Kanabec County,267105.2486
84515,10148,60464,zip,IL,IL,Palos Park,Cook County,522883.185
61883,10149,10595,zip,NY,NY,Hawthorne,Westchester County,847823.4192
95026,10150,85643,zip,AZ,AZ,Willcox,Cochise County,204242.6595
91401,10151,76446,zip,TX,TX,Dublin,Erath County,290232.6287
69317,10151,27357,zip,NC,NC,Stokesdale,Rockingham County,385592.7101
77288,10153,44681,zip,OH,OH,Sugarcreek,Holmes County,321387.093
93470,10154,80549,zip,CO,CO,Wellington,Larimer County,478541.9697
89658,10154,72616,zip,AR,AR,Berryville,Carroll County,232643.9851
89830,10157,72949,zip,AR,AR,Ozark,Franklin County,170526.1707
90763,10158,75210,zip,TX,TX,Dallas,Dallas County,147323.3885
60025,10159,5819,zip,VT,VT,St Johnsbury,Caledonia County,288019.9011
61088,10160,8515,zip,NJ,NJ,Chesterfield Township,Burlington County,709515.9967
79213,10161,48444,zip,MI,MI,Imlay City,Lapeer County,288110.6528
90561,10161,74857,zip,OK,OK,Newalla,Cleveland County,269748.594
67785,10163,23664,zip,VA,VA,Hampton,Hampton City,302978.4875
73969,10164,36610,zip,AL,AL,Prichard,Mobile County,32808.17505
85960,10165,63143,zip,MO,MO,Maplewood,Saint Louis County,254197.1022
65750,10165,19079,zip,PA,PA,Sharon Hill,Delaware County,200706.0552
69578,10167,27882,zip,NC,NC,Spring Hope,Nash County,240565.3188
91533,10168,76667,zip,TX,TX,Mexia,Limestone County,136657.6617
72869,10169,33859,zip,FL,FL,Lake Wales,Polk County,279973.8792
79249,10169,48509,zip,MI,MI,Burton,Genesee County,182119.2811
62327,10169,12009,zip,NY,NY,Altamont,Albany County,408931.2395
60718,10172,7605,zip,NJ,NJ,Leonia,Bergen County,812356.9034
87491,10172,67152,zip,KS,KS,Wellington,Sumner County,111077.7
76389,10174,42539,zip,KY,KY,Liberty,Casey County,142962.012
97482,10174,93926,zip,CA,CA,Gonzales,Monterey County,624406.3259
84548,10176,60514,zip,IL,IL,Clarendon Hills,DuPage County,653319.6858
82192,10178,55340,zip,MN,MN,Corcoran,Hennepin County,684105.7506
58942,10179,2857,zip,RI,RI,Scituate,Providence County,540934.2469
58798,10179,2540,zip,MA,MA,Falmouth,Barnstable County,1053847.68
64433,10181,16055,zip,PA,PA,Sarver,Butler County,373067.1859
84143,10182,59711,zip,MT,MT,Anaconda,Deer Lodge County,291260.0191
86883,10182,65625,zip,MO,MO,Cassville,Barry County,218208.4454
67327,10184,22611,zip,VA,VA,Berryville,Clarke County,561811.5687
93431,10185,80498,zip,CO,CO,Silverthorne,Summit County,923860.0162
75364,10186,39577,zip,MS,MS,Wiggins,Stone County,167390.7608
89215,10187,71832,zip,AR,AR,De Queen,Sevier County,167437.8888
78139,10188,46406,zip,IN,IN,Gary,Lake County,72622.47616
67355,10189,22664,zip,VA,VA,Woodstock,Shenandoah County,333927.4952
58388,10189,1504,zip,MA,MA,Blackstone,Worcester County,484933.2538
61928,10191,10927,zip,NY,NY,Haverstraw,Rockland County,450677.8669
87045,10191,66025,zip,KS,KS,Eudora,Douglas County,327051.626
73607,10193,35769,zip,AL,AL,Scottsboro,Jackson County,268569.9128
69173,10194,27017,zip,NC,NC,Dobson,Surry County,240383.4783
62251,10194,11777,zip,NY,NY,Port Jefferson,Suffolk County,774382.3193
68176,10194,24504,zip,VA,VA,Lynchburg,Lynchburg City,177252.5722
60231,10197,6260,zip,CT,CT,Putnam,Windham County,348576.7036
73493,10197,35503,zip,AL,AL,Jasper,Walker County,144762.2999
82076,10199,55063,zip,MN,MN,,Pine County,295861.9819
59365,10200,4096,zip,ME,ME,Yarmouth,Cumberland County,747709.2138
58564,10201,1952,zip,MA,MA,Salisbury,Essex County,629304.3651
73149,10202,34614,zip,FL,FL,Weeki Wachee,Hernando County,362215.3518
84411,10202,60162,zip,IL,IL,Hillside,Cook County,277695.283
90097,10204,73601,zip,OK,OK,Clinton,Custer County,113295.3215
60753,10205,7676,zip,NJ,NJ,Township of Washington,Bergen County,803152.1422
73831,10205,36322,zip,AL,AL,,Dale County,150840.0014
71614,10207,31643,zip,GA,GA,Quitman,Brooks County,150863.0145
98111,10208,95327,zip,CA,CA,Jamestown,Tuolumne County,410744.1932
81379,10209,53555,zip,WI,WI,Lodi,Columbia County,474941.6207
92944,10210,79401,zip,TX,TX,Lubbock,Lubbock County,150539.1376
76949,10211,44028,zip,OH,OH,Columbia Station,Lorain County,396001.1566
70247,10212,28904,zip,NC,NC,Hayesville,Clay County,359982.9985
63891,10212,15085,zip,PA,PA,Trafford,Westmoreland County,243417.9565
75152,10214,39111,zip,MS,MS,Magee,Simpson County,157983.2776
94589,10214,84532,zip,UT,UT,,Grand County,597969.1483
86332,10216,64085,zip,MO,MO,Richmond,Ray County,232858.7779
97158,10217,93219,zip,CA,CA,Tulare,Tulare County,260651.0361
60536,10218,7020,zip,NJ,NJ,Edgewater,Bergen County,710329.0294
84325,10219,60069,zip,IL,IL,Lincolnshire,Lake County,684009.4321
68438,10219,25064,zip,WV,WV,Dunbar,Kanawha County,126689.5572
61825,10221,10510,zip,NY,NY,Briarcliff Manor,Westchester County,1081344.719
70157,10221,28713,zip,NC,NC,Bryson City,Swain County,322912.9162
68875,10223,26070,zip,WV,WV,Wellsburg,Brooke County,119413.393
66736,10223,21032,zip,MD,MD,Crownsville,Anne Arundel County,681549.9861
60478,10225,6855,zip,CT,CT,Norwalk,Fairfield County,739158.3192
90025,10226,73446,zip,OK,OK,Madill,Marshall County,160005.0684
60814,10227,7825,zip,NJ,NJ,Blairstown Township,Warren County,507292.3879
81362,10228,53536,zip,WI,WI,Evansville,Rock County,375290.6589
68993,10229,26354,zip,WV,WV,Grafton,Taylor County,157175.5907
